,follower_count,friend_count,geo,location,name,place,retweet_count,screen_name,source,status_id,status_text,time_zone,tmstamp
2298,55,179,,,MRS CRYPTO,,76,MRSCRYPTO_Off,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943200099852783617,"RT @vergecurrency: Dear Verge and Crypto Community, 
Let's support @torproject and power digital resistance!
#xvg #verge #crypto #bitcoin #…",Pacific Time (US & Canada),Tue Dec 19 19:23:22 +0000 2017
2299,18,94,,Tunisie,imed hadj hassine,,0,imedhh,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200087936782336,@davidgokhshtein Where can i buy XVG,Central Time (US & Canada),Tue Dec 19 19:23:19 +0000 2017
2300,92,129,,,shariqkhan,,18,shariqks,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943202127161131008,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",New Delhi,Tue Dec 19 19:31:25 +0000 2017
2301,55,94,,"San Antonio, TX",Ryan,,18,RyanAdamson,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943202079803412482,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",,Tue Dec 19 19:31:14 +0000 2017
2302,8,80,,,Kamel Bourahla,,18,__KBourahla__,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943202065433681921,RT @CryptosQueen: SPECIAL UPDATE from me to the Silver Empire $LTC $BTC $ETH $IOTA $ADA $XRP $XVG $ETN and way way more! 🍷To the MOON. Stay…,,Tue Dec 19 19:31:10 +0000 2017
2303,6,42,,"National Capital Region, Republic of the Philippines",Iroi,,15,Iroi2012,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943202052703789056,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:31:07 +0000 2017
2304,40,93,,,Btcgm822,,185,btcgm822,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943202051273748480,"RT @XVGWhale: Due to difference in circulation size, buying $XVG at $0.06 is the equivalent of buying #bitcoin at $50.00 (When $BTC also ha…",,Tue Dec 19 19:31:07 +0000 2017
2305,22,243,,Nederland,erat-nl,,2,xim4demF17QIie2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943202036987973632,RT @Manbeardlegend: Can't wait to see what XVG does when the Asian markets wake up. $XVG,,Tue Dec 19 19:31:04 +0000 2017
2306,21,137,,London,Powervest,,18,PowervestCentre,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",943202033120706561,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",,Tue Dec 19 19:31:03 +0000 2017
2307,9,30,,"Lyon, France",Yo,,1,TweetYoann,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943202027517173760,RT @Bitconnectlend: I must admit #xvg verge is the next subject to talk about come 2018!! #Bittrex #bitcoin #cryptocurrency #crypto,Pacific Time (US & Canada),Tue Dec 19 19:31:01 +0000 2017
2308,104,255,,Kiel Germany ,Philip Lorenzen,,21,philiplorenzen,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943202021615788036,"RT @VergeLife: Wait til Asia/China wakes up. 

Let's see if we can't get to 1000sat!

And wait til #wraith is announced. With this momentum…",Berlin,Tue Dec 19 19:31:00 +0000 2017
2309,13,32,,,Riley Murphy,,18,XVGGOD,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943202015890489344,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",Pacific Time (US & Canada),Tue Dec 19 19:30:59 +0000 2017
2310,6,42,,"National Capital Region, Republic of the Philippines",Iroi,,18,Iroi2012,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201996521095168,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",,Tue Dec 19 19:30:54 +0000 2017
2311,15754,1194,,Pluuuutohhh,XVG Whale,,18,XVGWhale,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",943201914963062785,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",,Tue Dec 19 19:30:35 +0000 2017
2312,6,31,,,washappeningmang,,15,EricGratz1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201889184894977,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:30:28 +0000 2017
2313,8,146,,,Mizkze(The Z's are silent),,3,Youdumbidjuts,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201854036561920,RT @JoshCoban: @VuzyeKismet Its actually ALL low sat coins. $DOGE $RDD $XVG $TRX $CND $DNT etc etc etc. If you guys havent yet realised ALL…,,Tue Dec 19 19:30:20 +0000 2017
2314,147,50,,Japan,hassiwebCryptocoin,,0,hassiwebBitcoin,"<a href=""http://hassiweb.blogsite.jp"" rel=""nofollow"">ToolsForCryptocurrency</a>",943201828833054720,"Profitable coins to transfer b/w exchanges
取引所間送金に有益なコイン情報

Bittrex-&gt;Cryptopia: $XVG
Cryptopia-&gt;Bittrex: $XMY
Crypt… https://t.co/9jvMhxKgat",,Tue Dec 19 19:30:14 +0000 2017
2315,431,2082,,,Whatsbitcoinprice,,3,CryptoEvo,"<a href=""https://whatsbitcoinprice.com/"" rel=""nofollow"">Crypto news report</a>",943201821471817728,"RT @Cryptomus: #Ethereum Classic: New price prediction by JohnCafe. $ETC 

Join our Telegram group : https://t.co/ijoWlh0XR4 

https://t.co…",Eastern Time (US & Canada),Tue Dec 19 19:30:12 +0000 2017
2316,26,121,,,Stuart Chan,,155,c3nturi0n2013,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201811673968640,"RT @MorackChad: $xvg. McAfee is rarely wrong in his assessments.   He's predicting end-of-2018 price of $15.00.  Right now,  it's $0.03.  A…",,Tue Dec 19 19:30:10 +0000 2017
2317,677,458,,United Kingdom,Kristian,,3,777Kristian,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201807517585409,RT @777Kristian: @GilgameshGod666 @StaceyH201 Check out $XVG Verge. They are developing a real anonymous coin which is totally untraceable.…,Edinburgh,Tue Dec 19 19:30:09 +0000 2017
2318,609,191,,,まる＠仮想通貨,,0,markV_irtual,"<a href=""http://test.com"" rel=""nofollow"">bitcoinPHP</a>",943201781533646849,"まるオススメ草コインの現在価格は
$TRX :4.884円
$ADA :64.41円
$XVG :9.175円
$CND :9.366円
$LEND :8.686円
$ICX :254.6円
$VEN :173.3円
$WABI… https://t.co/oxmyqxeJUt",,Tue Dec 19 19:30:03 +0000 2017
2319,26,121,,,Stuart Chan,,115,c3nturi0n2013,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201774768242688,"RT @VergeLife: This is incredible. Value increasing. New partnerships. New exchanges. 

#Wraith isn't even it yet and $XVG is above 2 cents…",,Tue Dec 19 19:30:01 +0000 2017
2320,14,28,,"Frisco, TX",cryptolife,,19,cryptolife83,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201750080770048,"RT @CryptoNoob4: @justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t…",Pacific Time (US & Canada),Tue Dec 19 19:29:55 +0000 2017
2321,1249,4254,,,mortare,,13,xxmortarexx,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201745055993856,"RT @WebdeveIoper: You want to afford your wife, kids or other family members nice Christmas presents?

Buy $strat right now.

It's time.

🌖…",Athens,Tue Dec 19 19:29:54 +0000 2017
2322,19,113,,"Philadelphia, PA",CryptoFocus,,5,jFocus_Zoe,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201740089946112,"RT @simonrutledge88: Interesting graphic to clearly explain the #advantages / #disadvantages of a few of the more well known #cryptos 
I be…",,Tue Dec 19 19:29:53 +0000 2017
2323,138,36,,,CryptoSub,,13,CryptoSubs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201696263663617,RT @VergeLife: Really proud of you part of The #VergeFam today in the midst of great criticism and doubt and naysayers we held on and we ar…,,Tue Dec 19 19:29:42 +0000 2017
2324,1156,121,,,Cryptomus,,3,Cryptomus,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201684091756545,"#Ethereum Classic: New price prediction by JohnCafe. $ETC 

Join our Telegram group : https://t.co/ijoWlh0XR4… https://t.co/rYKTluOBYv",Pacific Time (US & Canada),Tue Dec 19 19:29:39 +0000 2017
2325,33,84,,"New South Wales, Australia",Daniel Harrison,,21,harro257,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201678756528128,"RT @VergeLife: Wait til Asia/China wakes up. 

Let's see if we can't get to 1000sat!

And wait til #wraith is announced. With this momentum…",,Tue Dec 19 19:29:38 +0000 2017
2326,26,55,,,Neo,,15,Neo58930944,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201677636751360,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",Athens,Tue Dec 19 19:29:38 +0000 2017
2327,149,137,,Texas ✈️ The Moon,mr. fawkes,,19,CryptoNoob4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201664986763264,"@justinvendetta $1B market cap, not to shabby. Congrats and appreciate all your hard work! $xvg $verge @XVGWhale https://t.co/IAYrXpMEe2",,Tue Dec 19 19:29:35 +0000 2017
2328,113,456,,"Florida, USA",John S.,,36,johnrockson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201641657982978,"RT @VergeAddict: Verge is a secure and anonymous cryptocurrency, built with a focus on privacy. It is much faster and cheaper than Bitcoin.…",Eastern Time (US & Canada),Tue Dec 19 19:29:29 +0000 2017
2329,107,267,,The Moon,J Langley,,21,Jmoney_2289,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201622166945792,"RT @VergeLife: Wait til Asia/China wakes up. 

Let's see if we can't get to 1000sat!

And wait til #wraith is announced. With this momentum…",,Tue Dec 19 19:29:25 +0000 2017
2330,24,29,,"Sacramento, CA",Michael Yturralde,,0,Yturralde_,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201584950910976,@Taumantis I've been watching your feed for the last few days and you seem to know what you're talking about. Whats… https://t.co/xerojFftdB,Pacific Time (US & Canada),Tue Dec 19 19:29:16 +0000 2017
2331,26,36,,,Fred Furiouz 🇳🇱,,15,FredFuriouz,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201520451022848,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:29:00 +0000 2017
2332,30,111,,港区,ビットコイン太郎,,0,yaseruo831,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201490075664384,完全に$XVG手放すタイミング間違えた,,Tue Dec 19 19:28:53 +0000 2017
2333,174,333,,Karaj,Hamed Salehi Rad,,15,HamedSalehiRad1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201486871375873,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:28:52 +0000 2017
2334,60,69,,"Dubai, UAE",Aravind C,,82,aravindc82,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201468974288897,RT @XVGWhale: #VERGE BROKE ANOTHER ALL TIME HIGH! ABOVE 420 #SATOSHI! LETS GOOOO $XVG! #VergeFam IS GROWING! 🚀🚀🚀 https://t.co/wLH5lvNcN5 #c…,,Tue Dec 19 19:28:48 +0000 2017
2335,6896,1741,,Estonia,CryptoBeluga,,0,cryptobeluga,"<a href=""http://belu.ga"" rel=""nofollow"">beluga</a>",943201465694408704,#AI #ML based predictions: $LTC| $QTUM 🔥| $ETC| $OMG| $ZEC| $XVG| $REP| $NXT| $EMC2 ➡️ Get full access:… https://t.co/7R2pqac3ky,Madrid,Tue Dec 19 19:28:47 +0000 2017
2336,2,15,,,Krypto Hippie,,28,XVG_Milli,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201457427410944,"RT @justinvendetta: Help me power digital resistance! I donated to @torproject, and @mozilla matched me: https://t.co/lv0yTuMf44",Pacific Time (US & Canada),Tue Dec 19 19:28:45 +0000 2017
2337,17,108,,Brazil,Guiem Miro Oliva,,1,Guiemmiro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201450536026112,"RT @hf_homi: Nope!!! you have not missed out yet, next 30 minutes it will be around 420-425 sats.. set your buy orders and ride the wave to…",,Tue Dec 19 19:28:44 +0000 2017
2338,1,2,,,Youl,,0,Youl8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",943201409306189829,"@cryptobrother0 @CryptozYankee @coinpouchapp Hello. If you have some generosity remaining, I lost 86932 XVG :-) . I… https://t.co/1MU68Ohc7D",,Tue Dec 19 19:28:34 +0000 2017
2339,6390,53,,"Colorado, USA",Bitconnect Lending,"{'id': 'b49b3053b5c25bf5', 'url': 'https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json', 'place_type': 'city', 'name': 'Denver', 'full_name': 'Denver, CO', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]]}, 'attributes': {}}",1,Bitconnectlend,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201408047861760,I must admit #xvg verge is the next subject to talk about come 2018!! #Bittrex #bitcoin #cryptocurrency #crypto,,Tue Dec 19 19:28:34 +0000 2017
2340,379,630,,"San Francisco, CA",Santosh Addagulla,,0,santoshspeed,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201391740198912,"$xvg #VergeCoin #VERGE news.

John Mcafee very bullish on it. https://t.co/PeaTMvpdYI",,Tue Dec 19 19:28:30 +0000 2017
2341,201,310,,Moon ,hold the door,,0,John_P_Saliba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201375550300160,@Rumorgraphy @vergecurrency You forgot to mention the web wallet they shut down on all their owners in July with no… https://t.co/sARHh7pE0N,,Tue Dec 19 19:28:26 +0000 2017
2342,1303,718,,France,APPRENDRE A TRADER,,0,ApprendreT,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",943201370370428934,XVG showing some solid\u2026 $XVGUSD https://t.co/331dTBpWuB TV_TradingIdeas,Brussels,Tue Dec 19 19:28:25 +0000 2017
2343,41,12,,,cryptomiljonairs,,1,cryptomiljonai1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201367207931905,RT @altcoinleads: #altcoins #cryptocurrency #verge #xvg https://t.co/dymbPSMrDE,Pacific Time (US & Canada),Tue Dec 19 19:28:24 +0000 2017
2344,55,94,,"San Antonio, TX",Ryan,,0,RyanAdamson,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201316872081408,$XVG 🔥🔥🔥🚀🚀🚀🌝🌝🌝 https://t.co/yn8WhGOdNZ,,Tue Dec 19 19:28:12 +0000 2017
2345,60,69,,"Dubai, UAE",Aravind C,,8,aravindc82,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201311574642688,"RT @Prince_Mishkin: @mweingarten7 I already know I'm not getting sleep tonight. If $xvg #xvg announced #wraithprotocol right now, I might j…",,Tue Dec 19 19:28:11 +0000 2017
2346,174,333,,Karaj,Hamed Salehi Rad,,2,HamedSalehiRad1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201292838756352,"RT @jaieliz: $xvg is flying 

#verge https://t.co/GsE86PfBuH",,Tue Dec 19 19:28:06 +0000 2017
2347,41,12,,,cryptomiljonairs,,0,cryptomiljonai1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201272882135040,#HOLD DON'T SELL AND DUMP YES YOU WON 200 EXTRA COINS SO WHAT #HOLD #HOLD #HOLD YESSSSSSS GOOGGOOGOGOGOGO 🚀🚀🚀🚀🚀🚀🚀🚀🚀… https://t.co/ZCZotZxCay,Pacific Time (US & Canada),Tue Dec 19 19:28:01 +0000 2017
2348,26,48,,"West Linn, OR",Brandon Butler,,2,Manbeardlegend,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201234604847104,Can't wait to see what XVG does when the Asian markets wake up. $XVG,,Tue Dec 19 19:27:52 +0000 2017
2349,302,202,,"Multan, Pakistan",Engr. Jawwad Sadiq,,0,kitharass,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201227395010563,"@vergecurrency @Digi_Thor Unfortunately, I don't find forecasts of the experts for $XVG on twitter like I find pric… https://t.co/mzRbXsaPKc",Karachi,Tue Dec 19 19:27:51 +0000 2017
2350,107,267,,The Moon,J Langley,,15,Jmoney_2289,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201201306210304,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:27:44 +0000 2017
2351,218,88,,"Oberhausen, Deutschland",Dan Don,,0,DanDonCrypto,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201183598108677,@cornell_tech @secparam @zcashco @FortuneMagazine No he can´t cause #xvg #verge is the most privacy coin on earth r… https://t.co/RfeIQ7BsZY,Pacific Time (US & Canada),Tue Dec 19 19:27:40 +0000 2017
2352,107,267,,The Moon,J Langley,,0,Jmoney_2289,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201179890171904,@XVGWhale Cryptopia is another good one IMO #Verge #XVG,,Tue Dec 19 19:27:39 +0000 2017
2353,53,0,,,The Idiot,,0,Prince_Mishkin,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201152635678720,Remember just a few hours ago $xvg was fighting for 320?,,Tue Dec 19 19:27:33 +0000 2017
2354,9,35,,,Prasad,,0,Prasad32508075,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201152299970560,XVG going to moon again 🚀🚀🚀🚀🚀🚀🚀,,Tue Dec 19 19:27:33 +0000 2017
2355,23,123,,,Zach,,15,zzhoffmeister,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201113775501312,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",,Tue Dec 19 19:27:24 +0000 2017
2356,5183,1090,,"Boston, MA",MEGAGAME® [XVG] VERGE,,15,MegaGame1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943201072851628032,"RT @XVGWhale: $XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by using the fol…",Atlantic Time (Canada),Tue Dec 19 19:27:14 +0000 2017
2357,93,2212,,"USA, Connecticut",david karon,,2280,TunisKaronllpu,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201044707688450,RT @officialmcafee: I am inundated by people asking me for recommendations on cryptocurrencies. If you would use your heads you would figur…,,Tue Dec 19 19:27:07 +0000 2017
2358,259,0,,Turkey,BotsForCoins,,0,CatcherForYou,"<a href=""http://176.240.73.108"" rel=""nofollow"">coinsData</a>",943201027997818880,"22:20 saati Binance Borsasında (BTC - Bandında)
 En Çok Yükselen 5 :
 $SNM : %4.47 
 $OST : %1.65 
 $MTH : %1.61… https://t.co/LhfDbxd2uk",,Tue Dec 19 19:27:03 +0000 2017
2359,26,36,,,Fred Furiouz 🇳🇱,,3,FredFuriouz,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943201020007641091,"RT @aravindc82: $XVG @vergecurrency @verge
-Community developed (Not owner privately and not pre-mined)
-Secure and anonymous
1+ Billion ma…",,Tue Dec 19 19:27:01 +0000 2017
2360,15754,1194,,Pluuuutohhh,XVG Whale,,15,XVGWhale,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",943201014387232769,"$XVG's main volume source is #bittrex, and #binance, but I'm trying to change that by promoting #hitbtc also by usi… https://t.co/eVnroMNTJs",,Tue Dec 19 19:27:00 +0000 2017
2361,1973,633,,Secret,VergeLife,,0,VergeLife,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943201007009443840,"@imRonvanVliet @justinvendetta I'm being conservative in an effort to preserve my humility

Go $XVG",,Tue Dec 19 19:26:58 +0000 2017
2362,50,133,,,soberunicorn,,13,soberunic0rn,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943200996137807873,"RT @WebdeveIoper: You want to afford your wife, kids or other family members nice Christmas presents?

Buy $strat right now.

It's time.

🌖…",,Tue Dec 19 19:26:55 +0000 2017
2363,37,408,,,OKD,,13,OKD121,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200941754474498,"RT @WebdeveIoper: You want to afford your wife, kids or other family members nice Christmas presents?

Buy $strat right now.

It's time.

🌖…",,Tue Dec 19 19:26:42 +0000 2017
2364,111,4415,,"Sacramento, California",Nancy,,2280,nancy____rivera,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200916437684225,RT @officialmcafee: I am inundated by people asking me for recommendations on cryptocurrencies. If you would use your heads you would figur…,,Tue Dec 19 19:26:36 +0000 2017
2365,14,74,,,Michael Chusid,,137,Drmchu1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943200915594661888,"RT @vergecurrency: Comprehensive article by @Digi_Thor about Verge
See here: https://t.co/Pg2iBzOTAE

#xvg #verge #vergenews #privacy #tor…",,Tue Dec 19 19:26:36 +0000 2017
2366,26,52,,,giorgioscaccia,,31,giorgioscaccia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200912998363136,RT @davidgokhshtein: $XVG has gone from a “Buy” to a “Strong Buy” with a LT symbol.,,Tue Dec 19 19:26:36 +0000 2017
2367,37,259,,,Homi,,1,hf_homi,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943200904181878789,"Nope!!! you have not missed out yet, next 30 minutes it will be around 420-425 sats.. set your buy orders and ride… https://t.co/aK42Hj6DNl",,Tue Dec 19 19:26:34 +0000 2017
2368,9,30,,"Lyon, France",Yo,,2,TweetYoann,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200880265977857,"RT @Jolepirate1: XVG rapporte même pour les retardataires 😜 A hold sans modération ! 

#xvg #vergecoin #blockfolio #cryptonews #cryptolife…",Pacific Time (US & Canada),Tue Dec 19 19:26:28 +0000 2017
2369,4,20,,United States,jcbknrd,,0,Teklologist,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943200867947249665,Are we consolidating? Can I take a break from the ride yet? #Verge #xvg #moonbound,,Tue Dec 19 19:26:25 +0000 2017
2370,76150,55184,,Ireland,Jonathon Dunne,,10,FreedomDisciple,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943200836913594369,RT @NicTrades: Yesterday's Monday Night #Cryptocurrency Live analysis stream https://t.co/pysJsJ9EqZ available to watch as a replay coverin…,Casablanca,Tue Dec 19 19:26:18 +0000 2017
2371,174,333,,Karaj,Hamed Salehi Rad,,2,HamedSalehiRad1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200822812389377,"RT @Gcarlow92: $XVG is the future, number one! 🚀@officialmcafee",,Tue Dec 19 19:26:14 +0000 2017
2372,11366,4,,"Chicago, IL",TV_Trading Ideas,,0,TV_TradingIdeas,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>",943200781133537280,XVG showing some solid\u2026 $XVGUSD https://t.co/05426P4BPe,Central Time (US & Canada),Tue Dec 19 19:26:04 +0000 2017
2373,22,915,,Enugu,Ekoh Okwukwe Faith,,2,prince_ekoh,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200769318313984,"We are team-verge and we are taking over... friends check out verge, the supreme coin... #XVG #VergeFam @officialmcafee @XVGWhale",,Tue Dec 19 19:26:01 +0000 2017
2374,449,209,,Anywhere but here.,Ju$tin,,0,ViewsOfJ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943200700271652868,@GaryCrowder1 I’d do 15 in xvg and 5 in xlm,Pacific Time (US & Canada),Tue Dec 19 19:25:45 +0000 2017
2375,9,30,,"Lyon, France",Yo,,8,TweetYoann,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200676255031296,"RT @ECUBITCOIN: Let me spell it out so you may understand:
#Vergecurrency #XVG = #PRIVACY

To the M O O N!

@vergecurrency @VergeEspanol @V…",Pacific Time (US & Canada),Tue Dec 19 19:25:39 +0000 2017
2376,8,51,,"Lublin, Poland",Sergey Malchenko,,0,Sergeytravels,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200660874555392,@officialmcafee @tradingpol_info #XVG to 1$ after release of the wraith protocol? ;),Pacific Time (US & Canada),Tue Dec 19 19:25:36 +0000 2017
2377,25,84,,The Netherlands,The_killer,,5,Thekill38928701,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",943200646324477954,"RT @simonrutledge88: Interesting graphic to clearly explain the #advantages / #disadvantages of a few of the more well known #cryptos 
I be…",,Tue Dec 19 19:25:32 +0000 2017
2378,174,333,,Karaj,Hamed Salehi Rad,,2,HamedSalehiRad1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",943200628121227264,RT @777Kristian: $XVG - back in the $billion club https://t.co/zgMEvSAONp,,Tue Dec 19 19:25:28 +0000 2017
2379,170,1230,,"Forestville, Sydney",Alex Pundit [LTC] [XVG],,2,Alex_Pundit,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943200526270791680,"RT @Gcarlow92: $XVG is the future, number one! 🚀@officialmcafee",,Tue Dec 19 19:25:03 +0000 2017
2380,133,241,,"Cape Town, South Africa",CryptoWebb,,185,chad_webber,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",943200522089230337,"RT @XVGWhale: Due to difference in circulation size, buying $XVG at $0.06 is the equivalent of buying #bitcoin at $50.00 (When $BTC also ha…",,Tue Dec 19 19:25:02 +0000 2017
